ID	TE	count	mean
Bc_PSC1	DNA/CMC-Transib#Transib-1_SIn	1	105
Bc_PSC1	LTR/Gypsy#Gypsy-18-I_NVi	1	45
Bc_PSC1	LTR/Pao#BEL-42_AA-I	1	45
Bc_PSC1	LINE/RTE-BovB#RTE-5_LMi	1	30
Bc_PSC1	DNA/TcMar-Tc1#Mariner38B_CB	1	74
Bc_PSC1	DNA/hAT-Ac#rnd-5_family-973	104	170.26
Bc_PSC1	LINE/I#rnd-5_family-781	115	224.39
Bc_PSC1	LTR/Pao#BEL-1N_AA-I	1	64
Bc_PSC1	DNA/TcMar-Fot1#Mariner-5_CTe	1	48
Bc_PSC1	LTR/Gypsy#Gypsy-57_CQ-I	4	196.75
Bc_PSC1	LTR/Gypsy#Gypsy-19_CQ-I	2	46
Bc_PSC1	DNA/RC#Helitron-like-6b_Hmel	34	81.71
Bc_PSC1	DNA/TcMar-Tc2#rnd-5_family-4040	102	260.55
Bc_PSC1	LTR/Gypsy#Gypsy-82_CQ-I	4	400
Bc_PSC1	LTR/Gypsy#Gypsy15-I_Dpse	1	59
Bc_PSC1	LTR/Gypsy#Gypsy-7_DPu-I	1	74
Bc_PSC1	LINE/L2#Kiri-29_AAe	1	90
Bc_PSC1	DNA#DNA4-5_CGi	1	96
Bc_PSC1	LTR/Pao#BEL-44_CQ-I	1	45
Bc_PSC1	LINE/I-Jockey#Jockey-1_DSi	1	61
Bc_PSC1	LTR/Gypsy#Gypsy-12_CFl-LTR	1	66
Bc_PSC1	DNA/Sola-2#Sola2-2_LHu	2	58.5
Bc_PSC1	LTR/Gypsy#Gypsy12-I_AG	1	539
Bc_PSC1	PLE/Penelope#rnd-4_family-971	76	419.28
Bc_PSC1	LTR/Gypsy#Gypsy-24_DBp-I	3	355.33
Bc_PSC1	LTR/Gypsy#Gypsy-63_CQ-I	1	186
Bc_PSC1	DNA/MULE-MuDR#rnd-5_family-1303	111	248.34
Bc_PSC1	LTR/Pao#BEL-647_AA-I	1	60
Bc_PSC1	LINE/L2#Daphne-13_HRo	3	91.33
Bc_PSC1	DNA/TcMar-Tc1#Mariner-6_DY	1	53
Bc_PSC1	DNA/TcMar#NAVIMARN1	9	78.56
Bc_PSC1	DNA/PIF-Spy#rnd-5_family-1037	41	718.83
Bc_PSC1	DNA/P#P-16_LSal	1	91
Bc_PSC1	DNA/P#P-20_LSal	1	74
Bc_PSC1	LTR/Copia#Copia-11_CQ-I	2	62
Bc_PSC1	DNA/RC#Helitron-2_NVi	2	167.5
Bc_PSC1	DNA/Maverick#Polinton-2_ACe	3	51
Bc_PSC1	DNA/hAT-Ac#hAT-15_LSal	2	48
Bc_PSC1	DNA/RC#Helitron-N3B_CGi	1	61
Bc_PSC1	LTR/Gypsy#Gypsy61-I_AG	29	90.38
Bc_PSC1	LINE/L1-Tx1#Tx1-5_CQ	1	89
Bc_PSC1	DNA/Ginger#Ginger1-1_AC	3	100.67
Bc_PSC1	DNA/PiggyBac#piggyBac-2_DBp	1	69
Bc_PSC1	LINE/I#I-55_AAe	1	41
Bc_PSC1	DNA/Academ-1#Academ-N1_LMi	1	57
Bc_PSC1	LINE/RTE-ORTE#ORTE-1_AAe	1	47
Bc_PSC1	PLE/Penelope#Penelope-76_LMi	2	75
Bc_PSC1	DNA/MULE-MuDR#rnd-5_family-162	99	412.91
Bc_PSC1	DNA/TcMar-Tc1#Mariner-N34_HSal	1	85
Bc_PSC1	LINE/CR1-Zenon#CR1-12_CGi	7	66.29
Bc_PSC1	DNA/MULE-MuDR#rnd-5_family-3618	69	681.9
Bc_PSC1	LTR/Gypsy#Gypsy-5_SI-I	1	69
Bc_PSC1	LTR/Gypsy#Gypsy-76_AA-I	1	396
Bc_PSC1	LINE/I-Jockey#Jockey-3_Hmel	2	123
Bc_PSC1	LTR/Gypsy#Gypsy5_I	3	268
Bc_PSC1	LTR/Gypsy#Gypsy-10_DVir-LTR	1	44
Bc_PSC1	LTR/Gypsy#Gypsy-10_DVir-I	1	59
Bc_PSC1	LINE/I#I-79_AAe	1	46
Bc_PSC1	LTR/Gypsy#Gypsy1-I_AG	1	39
Bc_PSC1	DNA#DNA-47_LSal	1	61
Bc_PSC1	LINE/CR1-Zenon#Zenon-2_Hmel	1	69
Bc_PSC1	DNA/TcMar-Tc4#MARINER47A_CB	2	48.5
Bc_PSC1	DNA/TcMar-Tc4#TC5	1	51
Bc_PSC1	DNA/PIF-Spy#ISL2EU-4_CGi	4	156
Bc_PSC1	LTR/Unknown#ltr-1_family-5	4	208
Bc_PSC1	LTR/Gypsy#ltr-1_family-4	31	1319.13
Bc_PSC1	LINE/RTE-BovB#RTE-33_LMi	1	58
Bc_PSC1	DNA/TcMar-Pogo#rnd-1_family-197	237	119.12
Bc_PSC1	LINE/L2#L2-38_HRo	1	54
Bc_PSC1	DNA/RC#Helitron-3_CGi	2	237
Bc_PSC1	LTR/Gypsy#Gypsy39-I_AG	1	79
Bc_PSC1	LTR/Unknown#ltr-1_family-18	197	111.13
Bc_PSC1	LINE/I-Jockey#Juan-A_AA	2	139.5
Bc_PSC1	DNA/TcMar-Pogo#rnd-1_family-665	66	174.24
Bc_PSC1	LTR/TelKA#TelKA2_Av	8	325.75
Bc_PSC1	LINE/L2#Daphne-8_CTe	1	140
Bc_PSC1	DNA/MULE-MuDR#rnd-5_family-1310	99	634.06
Bc_PSC1	LINE/I-Jockey#Jockey-1B_Hmel	1	151
Bc_PSC1	LTR/Gypsy#Gypsy-1_LG-I	2	44
Bc_PSC1	LTR/Gypsy#Gypsy-23_DEl-I	1	334
Bc_PSC1	LTR/Copia#Copia-2_DYa-I	1	60
Bc_PSC1	LTR/Gypsy#Gypsy-195_AA-I	2	35
Bc_PSC1	LTR/Pao#BEL1-I_AG	1	60
Bc_PSC1	LTR/Gypsy#QUASIMODO2-I_DM	1	56
Bc_PSC1	DNA/RC#Helitron-N15_LMi	2	38.5
Bc_PSC1	LINE/L2#L2-24_HRo	1	44
Bc_PSC1	LTR/Gypsy#Gypsy-2_CGi-I	3	694.67
Bc_PSC1	LTR/Unknown#ltr-1_family-35	4	134.75
Bc_PSC1	DNA/hAT-hobo#Hopers2	1	27
Bc_PSC1	DNA/TcMar-Tc4#Mariner3-8_LMi	4	114.75
Bc_PSC1	DNA/TcMar-Tc1#Mariner-5_DK	1	48
Bc_PSC1	LTR/Pao#BEL3-I_AP	1	51
Bc_PSC1	DNA/TcMar-Tc1#Mariner-25_DF	1	44
Bc_PSC1	DNA/MULE-MuDR#rnd-5_family-247	65	428.11
Bc_PSC1	LTR/Gypsy#Gypsy-28_DAn-LTR	1	48
Bc_PSC1	DNA/RC#Helitron-N30_CGi	3	52.67
Bc_PSC1	LTR/Gypsy#Gypsy-53_LMi-I	1	414
Bc_PSC1	LINE/L2#L2-4_NVi	1	51
Bc_PSC1	LTR/Gypsy#Gypsy68-I_AG	2	61.5
Bc_PSC1	DNA/PiggyBac#piggyBac-1_DEu	1	86
Bc_PSC1	LTR/Gypsy#Gypsy-14B_DWil-I	1	55
Bc_PSC1	LTR/Copia#rnd-5_family-2158	42	680.21
Bc_PSC1	DNA/Kolobok#Kolobok_Av	1	84
Bc_PSC1	LTR/Gypsy#Gypsy-19_DBp-I	1	34
Bc_PSC1	DNA/RC#Helitron-N5_LSal	2	162.5
Bc_PSC1	LTR/Gypsy#Gypsy-1_HAS-I	1	37
Bc_PSC1	LINE/L2#Daphne-4_CTe	1	35
Bc_PSC1	DNA/TcMar-Tc1#Mariner-27_RPr	1	22
Bc_PSC1	LINE/CR1#CR1_Ele24	2	62.5
Bc_PSC1	DNA/RC#HELITRON4_CB	1	37
Bc_PSC1	LINE/L2#rnd-1_family-292	153	249.57
Bc_PSC1	LINE/R1#R1-2_DVi	1	50
Bc_PSC1	LTR/Gypsy#Gypsy-47_CGi-I	1	61
Bc_PSC1	DNA/TcMar-Pogo#pogo5_Av	1	55
Bc_PSC1	LINE/L1-Tx1#Tx1-9_CQ	1	86
Bc_PSC1	DNA/Maverick#Polinton-8_NVi	3	68.67
Bc_PSC1	LTR/Gypsy#Gypsy-13_LG-I	2	124
Bc_PSC1	DNA/RC#Helitron-3_LMi	1	45
Bc_PSC1	DNA#DNA9-1_LSal	1	67
Bc_PSC1	LINE/L2#Kiri-10_AAe	1	110
Bc_PSC1	LINE/I#I-64_AAe	1	43
Bc_PSC1	DNA/Maverick#Polinton-3_RPr	1	71
Bc_PSC1	DNA/hAT-Ac#hAT-2_DSe	1	71
Bc_PSC1	LINE/L2#Kiri-10_HMM	1	108
Bc_PSC1	LINE/L2#Daphne-35_HRo	3	156.67
Bc_PSC1	LTR/Pao#BEL1-I_Dya	1	39
Bc_PSC1	DNA/MULE-MuDR#rnd-5_family-447	188	307.35
Bc_PSC1	PLE/Penelope-Athena#AthJ-N	1	39
Bc_PSC1	LINE/CRE#CRE-2_HRo	1	73
Bc_PSC1	LTR/Gypsy#Gypsy-27_DAn-I	1	429
Bc_PSC1	LTR/Gypsy#Gypsy-56_DWil-I	1	74
Bc_PSC1	LTR/Gypsy#Gypsy-11_DTa-I	1	128
Bc_PSC1	LTR/Gypsy#Gypsy14-LTR_Dpse	1	32
Bc_PSC1	LINE/R2#R2_DM	1	44
Bc_PSC1	LINE/CR1#CR1-19_CQ	1	36
Bc_PSC1	LTR/Juno-Vesta#Vesta4a_Av	1	57
Bc_PSC1	LINE/CR1#rnd-1_family-355	123	138.13
Bc_PSC1	DNA#DNA-1_MMa	17	74.47
Bc_PSC1	LTR/Gypsy#Gypsy-2_DPer-I	1	30
Bc_PSC1	LINE/L1-Tx1#Tx1-2_AAe	1	63
Bc_PSC1	PLE/Penelope-Athena#AthJ-N-W1	8	77.13
Bc_PSC1	DNA/hAT#hAT11_Av	3	89.33
Bc_PSC1	DNA/hAT-Blackjack#hAT-4_PBa	2	35.5
Bc_PSC1	DNA/Merlin#Merlin1m_CE	1	66
Bc_PSC1	DNA/TcMar-Mariner#CERP4	1	144
Bc_PSC1	DNA#DNA4-34_CGi	1	31
Bc_PSC1	DNA/TcMar-Fot1#Mariner-1_DPu	1	46
Bc_PSC1	LTR/TelKA#TelKA1_Av	7	305.14
Bc_PSC1	LINE/I-Jockey#Jockey-2_DEl	1	51
Bc_PSC1	LTR/Copia#Copia-21_DPu-I	1	45
Bc_PSC1	DNA/TcMar-Tc2#MARINER61_CB	4	67.75
Bc_PSC1	DNA/TcMar-Tc1#Mariner-8_DRh	2	39.5
Bc_PSC1	LINE/L1-Tx1#Tx1-1_CGi	1	41
Bc_PSC1	DNA/RC#Helitron-4_NVi	8	479.88
Bc_PSC1	DNA/Zator#Zator-3N5_CGi	1	83
Bc_PSC1	DNA/MULE-NOF#rnd-5_family-566	60	369.48
Bc_PSC1	DNA#DNA2-4_CGi	1	76
Bc_PSC1	LINE/CR1#CR1-14_CTe	1	63
Bc_PSC1	LINE/L2#Daphne-22_HRo	1	149
Bc_PSC1	LTR/Gypsy#Gypsy-4_DPu-I	1	49
Bc_PSC1	DNA/MULE-NOF#MuDR-1_DT	2	60.5
Bc_PSC1	LTR/Pao#BEL-3_DPu-I	2	57.5
Bc_PSC1	LINE/I-Jockey#rnd-5_family-1097	45	380.78
Bc_PSC1	LINE/I-Jockey#Syrinx_DS	1	64
Bc_PSC1	LTR/Gypsy#Gypsy-15_LH-I	2	104.5
Bc_PSC1	DNA/PIF-Spy#ISL2EU-6_CGi	3	74
Bc_PSC1	DNA/Maverick#rnd-5_family-3157	24	703.25
Bc_PSC1	DNA/PIF-Harbinger#Harbinger-5_CGi	3	76
Bc_PSC1	DNA/Kolobok#Kolobok-10_CGi	2	67
Bc_PSC1	DNA/TcMar-Tc1#FB4_DM	1	84
Bc_PSC1	LTR/Gypsy#Gypsy-19_DEl-I	1	52
Bc_PSC1	LTR/Gypsy#Gypsy-24_DWil-I	1	49
Bc_PSC1	DNA/TcMar-Tc1#Tc16_Av	1	68
Bc_PSC1	LTR/Gypsy#Gypsy-21_AA-I	1	51
Bc_PSC1	LINE/CR1-Zenon#CR1-5_CGi	6	163.5
Bc_PSC1	LTR/Gypsy#Gypsy-597_AA-I	2	60.5
Bc_PSC1	LTR/Gypsy#ltr-1_family-25	26	540.15
Bc_PSC1	LTR/Pao#BEL-9_DAn-I	1	63
Bc_PSC1	LTR/Pao#BEL-11_DTa-I	1	53
Bc_PSC1	LTR/Gypsy#Gypsy-32-I_NVi	1	45
Bc_PSC1	DNA#DNA3-14_CGi	3	54
Bc_PSC1	LTR/Gypsy#Gypsy-12_RP-I	2	66.5
Bc_PSC1	LTR/Gypsy#Gypsy-18_CGi-I	1	462
Bc_PSC1	LINE/L2#Kiri-5_DK	1	126
Bc_PSC1	DNA/Ginger#Ginger2-1_LMi	1	67
Bc_PSC1	DNA/P#P-2_LG	1	80
Bc_PSC1	LINE/L2#Daphne-1_HRo	1	67
Bc_PSC1	DNA/P#AgaP8MITE2450	1	58
Bc_PSC1	LTR/Gypsy#Gypsy-59_LMi-I	1	154
Bc_PSC1	LTR/Gypsy#Gypsy-2_MMa-I	1	56
Bc_PSC1	LTR/TelKA#TelKA3a_Av	3	218.67
Bc_PSC1	LINE/RTE-BovB#RTE-68_LMi	1	87
Bc_PSC1	LINE/RTE-BovB#RTE-33_PPo	1	39
Bc_PSC1	LINE/I-Jockey#Jockey-1_DPer	1	51
Bc_PSC1	DNA/hAT#hAT30_Av	1	59
Bc_PSC1	DNA/hAT-Tip100#hAT-4_CGi	2	73.5
Bc_PSC1	LTR/Gypsy#Gypsy-37_DPu-I	3	408.67
Bc_PSC1	DNA/hAT#HAT2_CE	1	56
Bc_PSC1	DNA#DNA-7_AAe	1	88
Bc_PSC1	LINE/L2#Kiri-1_DBi	1	45
Bc_PSC1	LTR/Gypsy#Gypsy38-I_AG	2	170
Bc_PSC1	DNA/RC#Helitron-like-11_Hmel	1	94
Bc_PSC1	LTR/Pao#BEL-264_AA-I	2	72
Bc_PSC1	LTR/Gypsy#Gypsy-8_DEl-I	1	72
Bc_PSC1	LINE/CR1#CR1-16_CQ	1	48
Bc_PSC1	LTR/Gypsy#Gypsy-4_ACe-I	2	59
Bc_PSC1	LINE/L2#Daphne-19_LMi	1	77
Bc_PSC1	LINE/Proto2#rnd-5_family-2672	64	514.5
Bc_PSC1	LINE/CR1#CR1-14_HRo	2	60.5
Bc_PSC1	DNA/PiggyBac#piggyBac-2_HRo	1	113
Bc_PSC1	DNA/RC#Helitron-N3_DT	1	52
Bc_PSC1	LINE/R1#R1-4_DVi	1	35
Bc_PSC1	DNA/TcMar-Tc1#Mariner-23_RPr	1	45
Bc_PSC1	DNA/hAT-Tip100#hAT-8_HRo	1	62
Bc_PSC1	LINE/L2#Daphne-2_Hmel	1	44
Bc_PSC1	DNA/Sola-1#Sola1-N1_AAe	1	65
Bc_PSC1	DNA/hAT-Ac#rnd-1_family-226	177	254.1
Bc_PSC1	DNA/Maverick#Polinton-1_DBp	1	90
Bc_PSC1	DNA/RC#Helitron-N32_CGi	1	42
Bc_PSC1	LTR/Gypsy#Gypsy-3_LH-I	1	55
Bc_PSC1	LINE/CR1#CR1-65_AAe	1	28
Bc_PSC1	LINE/CR1#CR1-74_AAe	1	42
Bc_PSC1	DNA/RC#DNAREP2_DSim	1	67
Bc_PSC1	LINE/L2#Daphne-17_HRo	2	119.5
Bc_PSC1	LINE/I-Jockey#Vingi-1_BM	1	67
Bc_PSC1	DNA/PIF-ISL2EU#ISL2EU1_Av	3	115.67
Bc_PSC1	LINE/L2#L2-1_CTe	1	60
Bc_PSC1	LTR/Gypsy#Gypsy-25_DAn-I	2	66
Bc_PSC1	DNA/hAT-Tip100#hAT-21N1_LMi	1	51
Bc_PSC1	DNA/TcMar-Tc1#Tc1A	1	75
Bc_PSC1	DNA/RC#Heli1_Av	1	46
Bc_PSC1	LINE/I-Jockey#Jockey-9_DAn	1	90
Bc_PSC1	DNA/hAT-Charlie#hAT-25_LMi	1	59
Bc_PSC1	DNA/RC#Helitron-1_DAna	2	53.5
Bc_PSC1	LTR/Gypsy#Gypsy-28_CGi-I	1	50
Bc_PSC1	DNA/MULE-MuDR#rnd-4_family-630	163	444.02
Bc_PSC1	LTR/Copia#Copia-6_DWil-I	1	72
Bc_PSC1	LINE/I#I-5B_AAe	1	66
Bc_PSC1	LTR/Gypsy#Gypsy-8_DAn-I	1	67
Bc_PSC1	DNA/RC#Helitron-1_DYak	1	210
Bc_PSC1	LTR/Pao#BEL-3_CQ-I	1	85
Bc_PSC1	LINE/R1-LOA#LOA-1_DPer	1	46
Bc_PSC1	LINE/I-Jockey#L1BM	1	94
Bc_PSC1	LINE/I-Jockey#Hebe2_Av	1	172
Bc_PSC1	DNA/hAT-Charlie#hAT-3_RPr	1	56
Bc_PSC1	DNA/TcMar-Tc1#Mariner-1_DVi	1	44
Bc_PSC1	LINE/I#I-1_DP	2	83.5
Bc_PSC1	DNA/TcMar-Tc1#rnd-5_family-6312	135	169.64
Bc_PSC1	DNA/TcMar-Tc1#rnd-1_family-1008	31	96.19
Bc_PSC1	DNA/Ginger#Ginger2c_Av	1	513
Bc_PSC1	DNA/PIF-Spy#ISL2EU-9_CGi	4	114.75
Bc_PSC1	LINE/L2#L2-15_HRo	1	50
Bc_PSC1	DNA/Maverick#Polinton-2_PBa	9	70.11
Bc_PSC1	DNA/MULE-MuDR#rnd-5_family-1637	33	298.52
Bc_PSC1	LTR/Pao#BEL-204_AA-I	1	57
Bc_PSC1	LTR/Gypsy#Gypsy-87_CQ-I	1	62
Bc_PSC1	LINE/I#I-75_AAe	1	52
Bc_PSC1	LINE/Rex-Babar#rnd-1_family-933	7	66.43
Bc_PSC1	DNA/CMC-Chapaev-3#Chapaev3-3_AA	1	60
Bc_PSC1	LTR/DIRS#DIRS-1_CGi	1	33
Bc_PSC1	DNA/P#P-29_LSal	1	140
Bc_PSC1	LTR/Gypsy#Gypsy-37_CGi-I	2	280.5
Bc_PSC1	DNA/TcMar#MARINER65_CB	1	40
Bc_PSC1	PLE/Penelope#rnd-5_family-1383	58	356.53
Bc_PSC1	LTR/Gypsy#Gypsy3_DV-I	1	49
Bc_PSC1	DNA/Maverick#Polinton-3_TC	7	78.43
Bc_PSC1	LINE/Proto2#rnd-4_family-2513	93	978.12
Bc_PSC1	LTR/Gypsy#Gypsy-11_DVir-LTR	1	47
Bc_PSC1	LINE/I-Jockey#Vingi-1_LVa	1	56
Bc_PSC1	PLE/Penelope#rnd-1_family-703	90	259.52
Bc_PSC1	DNA/TcMar-Tc1#Mariner-19_DF	1	89
